,NAME OF ISSUER,TITLE OF CLASS,CUSIP,VALUE (x$1000),SHRS OR PRN AMT,SH/ PRN,PUT/ CALL,INVESTMENT DISCRETION,OTHER MANAGER,VOTING AUTHORITY SOLE,SHARED,NONE,date,Value % at Quarter
2787,BANK OF NEW YORK MELLON CORP,COM,064058100,39987,776000,SH, ,DFND,"4,6",776000,0,0,2018-05-15,0.00021163427387294628
2788,BANK OF NEW YORK MELLON CORP,COM,064058100,317445,6160384,SH, ,DFND,"4,8,11",6160384,0,0,2018-05-15,0.0016801020849175339
2789,BANK OF NEW YORK MELLON CORP,COM,064058100,377148,7319000,SH, ,DFND,"4,5,9",7319000,0,0,2018-05-15,0.0019960848056276774
2790,BANK OF NEW YORK MELLON CORP,COM,064058100,198620,3854463,SH, ,DFND,"4,10",3854463,0,0,2018-05-15,0.0010512116306960909
2791,BANK OF NEW YORK MELLON CORP,COM,064058100,1547520,30031437,SH, ,DFND,"4,11",30031437,0,0,2018-05-15,0.008190368657410204
2792,BANK OF NEW YORK MELLON CORP,COM,064058100,110274,2140000,SH, ,DFND,"4,12",2140000,0,0,2018-05-15,0.0005836336288560101
2793,CHARTER COMMUNICATIONS INC N,CL A,16119P108,446233,1433819,SH, ,DFND,4,1433819,0,0,2018-05-15,0.00236172248313568
2794,CHARTER COMMUNICATIONS INC N,CL A,16119P108,2112889,6789054,SH, ,DFND,"4,8,11",6789054,0,0,2018-05-15,0.011182627586193903
2795,COCA COLA CO,COM,191216100,34744,800000,SH, ,DFND,4,800000,0,0,2018-05-15,0.00018388529300626818
2796,COCA COLA CO,COM,191216100,3486699,80283200,SH, ,DFND,"4,5",80283200,0,0,2018-05-15,0.01845362270434211
2797,COCA COLA CO,COM,191216100,79216,1824000,SH, ,DFND,"4,6",1824000,0,0,2018-05-15,0.0004192567744296724
2798,COCA COLA CO,COM,191216100,625878,14411200,SH, ,DFND,"4,8,11",14411200,0,0,2018-05-15,0.00331250746650291
2799,COCA COLA CO,COM,191216100,651033,14990400,SH, ,DFND,"4,10",14990400,0,0,2018-05-15,0.0034456422392859136
2800,COCA COLA CO,COM,191216100,12298473,283179200,SH, ,DFND,"4,11",283179200,0,0,2018-05-15,0.06509061452724724
2801,COCA COLA CO,COM,191216100,154263,3552000,SH, ,DFND,"4,12",3552000,0,0,2018-05-15,0.0008164487956201343
2802,COCA COLA CO,COM,191216100,41693,960000,SH, ,DFND,"4,13",960000,0,0,2018-05-15,0.00022066341012290865
2803,COSTCO WHSL CORP NEW,COM,22160K105,816536,4333363,SH, ,DFND,"4,11",4333363,0,0,2018-05-15,0.004321579599647887
2804,DAVITA HEALTHCARE PARTNERS I,COM,23918K108,1322235,20052088,SH, ,DFND,4,20052088,0,0,2018-05-15,0.006998030462760275
2805,DAVITA HEALTHCARE PARTNERS I,COM,23918K108,1220779,18513482,SH, ,DFND,"4,8,11",18513482,0,0,2018-05-15,0.006461066777311163
2806,DELTA AIR LINES INC DEL,COM NEW,247361702,383293,6993123,SH, ,DFND,"4,8,11",6993123,0,0,2018-05-15,0.002028607690889119
2807,DELTA AIR LINES INC DEL,COM NEW,247361702,2554488,46606234,SH, ,DFND,"4,11",46606234,0,0,2018-05-15,0.01351982426781591
2808,GENERAL MTRS CO,COM,37045V100,198883,5472853,SH, ,DFND,4,5472853,0,0,2018-05-15,0.001052603578429819
2809,GENERAL MTRS CO,COM,37045V100,904401,24887209,SH, ,DFND,"4,8,11",24887209,0,0,2018-05-15,0.004786611871982556
2810,GENERAL MTRS CO,COM,37045V100,305341,8402338,SH, ,DFND,"4,10",8402338,0,0,2018-05-15,0.0016160407337044362
2811,GENERAL MTRS CO,COM,37045V100,408374,11237600,SH, ,DFND,"4,11",11237600,0,0,2018-05-15,0.002161350812978982
2812,GOLDMAN SACHS GROUP INC,COM,38141G104,1102131,4375968,SH, ,DFND,"4,8,11",4375968,0,0,2018-05-15,0.005833113109207096
2813,GOLDMAN SACHS GROUP INC,COM,38141G104,1658133,6583551,SH, ,DFND,"4,11",6583551,0,0,2018-05-15,0.00877579646984695
2814,JOHNSON & JOHNSON,COM,478160104,41918,327100,SH, ,DFND,4,327100,0,0,2018-05-15,0.00022185423993313232
2815,KRAFT HEINZ CO,COM,500754106,20283793,325634818,SH, ,DFND,4,325634818,0,0,2018-05-15,0.10735353497246981
2816,LIBERTY MEDIA CORP DELAWARE,COM A SIRIUSXM,531229409,177064,4308117,SH, ,DFND,4,4308117,0,0,2018-05-15,0.0009371248422997314
2817,LIBERTY MEDIA CORP DELAWARE,COM A SIRIUSXM,531229409,320242,7791780,SH, ,DFND,"4,8,11",7791780,0,0,2018-05-15,0.0016949054226028475
2818,LIBERTY MEDIA CORP DELAWARE,COM A SIRIUSXM,531229409,38362,933391,SH, ,DFND,"4,10",933391,0,0,2018-05-15,0.00020303383635466438
2819,LIBERTY MEDIA CORP DELAWARE,COM A SIRIUSXM,531229409,75093,1827072,SH, ,DFND,"4,11",1827072,0,0,2018-05-15,0.0003974354797294409
2820,LIBERTY MEDIA CORP DELAWARE,COM C SIRIUSXM,531229607,292201,7153027,SH, ,DFND,4,7153027,0,0,2018-05-15,0.0015464962727873752
2821,LIBERTY MEDIA CORP DELAWARE,COM C SIRIUSXM,531229607,790852,19359910,SH, ,DFND,"4,8,11",19359910,0,0,2018-05-15,0.004185645053666624
2822,LIBERTY MEDIA CORP DELAWARE,COM C SIRIUSXM,531229607,20779,508654,SH, ,DFND,"4,10",508654,0,0,2018-05-15,0.00010997445611838724
2823,LIBERTY MEDIA CORP DELAWARE,COM C SIRIUSXM,531229607,166235,4069394,SH, ,DFND,"4,11",4069394,0,0,2018-05-15,0.0008798115266779009
2824,M & T BK CORP,COM,55261F104,100661,546000,SH, ,DFND,"4,8,11",546000,0,0,2018-05-15,0.0005327560867863216
2825,M & T BK CORP,COM,55261F104,30382,164795,SH, ,DFND,"4,10",164795,0,0,2018-05-15,0.00016079907241873243
2826,M & T BK CORP,COM,55261F104,861191,4671245,SH, ,DFND,"4,11",4671245,0,0,2018-05-15,0.004557919622650273
2827,MASTERCARD INC,CL A,57636Q104,864372,4934756,SH, ,DFND,"4,8,11",4934756,0,0,2018-05-15,0.004574755309878368
2828,MONDELEZ INTL INC,CL A,609207105,24120,578000,SH, ,DFND,4,578000,0,0,2018-05-15,0.0001276569556559748
2829,MOSANTO CO NEW,COM,61166W101,432513,3706513,SH, ,DFND,4,3706513,0,0,2018-05-15,0.002289108327596709
2830,MOSANTO CO NEW,COM,61166W101,1781112,15263621,SH, ,DFND,"4,11",15263621,0,0,2018-05-15,0.00942667228865359
2831,MOODYS CORP,COM,615369105,1931395,11973928,SH, ,DFND,"4,8,11",11973928,0,0,2018-05-15,0.0102220566280751
2832,MOODYS CORP,COM,615369105,2047841,12695850,SH, ,DFND,"4,11",12695850,0,0,2018-05-15,0.010838356041769779
2833,PHILLIPS 66,COM,718546104,585304,6102000,SH, ,DFND,4,6102000,0,0,2018-05-15,0.0030977664499695135
2834,PHILLIPS 66,COM,718546104,75009,782000,SH, ,DFND,"1,2,4,11",782000,0,0,2018-05-15,0.00039699090326695744
2835,PHILLIPS 66,COM,718546104,500031,5213000,SH, ,DFND,"4,5",5213000,0,0,2018-05-15,0.0026464525370486205
2836,PHILLIPS 66,COM,718546104,111555,1163000,SH, ,DFND,"4,10",1163000,0,0,2018-05-15,0.0005904134199088834
2837,PHILLIPS 66,COM,718546104,2989241,31163892,SH, ,DFND,"4,11",31163892,0,0,2018-05-15,0.01582078796774551
2838,PHILLIPS 66,COM,718546104,121435,1266000,SH, ,DFND,"4,12",1266000,0,0,2018-05-15,0.0006427040800200373
2839,PROCTER & GAMBLE CO,COM,742718109,25005,315400,SH, ,DFND,4,315400,0,0,2018-05-15,0.00013234088624285446
2840,RESTAURANT BRANDS INTL INC,COM,76131D103,480304,8438225,SH, ,DFND,"4,11",8438225,0,0,2018-05-15,0.0025420458718651458
2841,SANOFI,SPONSORED ADR,80105N105,8679,216537,SH, ,DFND,"4,8,11",216537,0,0,2018-05-15,4.593427521302675e-05
2842,SANOFI,SPONSORED ADR,80105N105,20430,509742,SH, ,DFND,"4,5,9",509742,0,0,2018-05-15,0.00010812734676830701
2843,SANOFI,SPONSORED ADR,80105N105,6786,169300,SH, ,DFND,"4,10",169300,0,0,2018-05-15,3.5915427076345145e-05
2844,SANOFI,SPONSORED ADR,80105N105,112442,2805433,SH, ,DFND,"4,11",2805433,0,0,2018-05-15,0.0005951079356496318
2845,SIRIUS XM HLDGS INC,COM,82968B103,583738,93547788,SH, ,DFND,4,93547788,0,0,2018-05-15,0.003089478274490357
2846,SIRIUS XM HLDGS INC,COM,82968B103,276856,44367941,SH, ,DFND,"4,8,11",44367941,0,0,2018-05-15,0.0014652816797301226
2847,SOUTHWEST AIRLS CO,COM,844741108,500,8722,SH, ,DFND,"4,5,9",8722,0,0,2018-05-15,2.6462884671636567e-06
2848,SOUTHWEST AIRLS CO,COM,844741108,2729434,47650734,SH, ,DFND,"4,11",47650734,0,0,2018-05-15,0.014445739432168736
2849,STORE CAP CORP,COM,862121100,462190,18621674,SH, ,DFND,"4,11",18621674,0,0,2018-05-15,0.0024461761332767408
2850,SYNCHRONY FINL,COM,87165B103,585534,17463000,SH, ,DFND,4,17463000,0,0,2018-05-15,0.003098983742664409
2851,SYNCHRONY FINL,COM,87165B103,111990,3340000,SH, ,DFND,"4,8,11",3340000,0,0,2018-05-15,0.0005927156908753158
2852,TEVA PHARMACEUTICAL INDS LTD,SPONSORED ADR,881624209,380851,22285000,SH, ,DFND,4,22285000,0,0,2018-05-15,0.0020156832180154914
2853,TEVA PHARMACEUTICAL INDS LTD,SPONSORED ADR,881624209,311973,18254710,SH, ,DFND,"4,11",18254710,0,0,2018-05-15,0.001651141103932895
2854,TORCHMARK CORP,COM,891027104,14687,174489,SH, ,DFND,"2,4,11",174489,0,0,2018-05-15,7.773207743446525e-05
2855,TORCHMARK CORP,COM,891027104,85171,1011888,SH, ,DFND,"4,5",1011888,0,0,2018-05-15,0.0004507740700735916
2856,TORCHMARK CORP,COM,891027104,121148,1439325,SH, ,DFND,"4,10",1439325,0,0,2018-05-15,0.0006411851104398854
2857,TORCHMARK CORP,COM,891027104,313788,3728025,SH, ,DFND,"4,11",3728025,0,0,2018-05-15,0.001660747131068699
2858,US BANCORP DEL,COM NEW,902973304,29809,590275,SH, ,DFND,4,590275,0,0,2018-05-15,0.00015776642583536287
2859,US BANCORP DEL,COM NEW,902973304,155035,3070000,SH, ,DFND,"1,2,4,11",3070000,0,0,2018-05-15,0.000820534665013435
2860,US BANCORP DEL,COM NEW,902973304,1203481,23831300,SH, ,DFND,"4,5",23831300,0,0,2018-05-15,0.006369515781501169
2861,US BANCORP DEL,COM NEW,902973304,59338,1175000,SH, ,DFND,"4,6",1175000,0,0,2018-05-15,0.0003140509301291141
2862,US BANCORP DEL,COM NEW,902973304,640305,12679300,SH, ,DFND,"4,8,11",12679300,0,0,2018-05-15,0.00338886347393445
2863,US BANCORP DEL,COM NEW,902973304,212342,4204800,SH, ,DFND,"4,5,9",4204800,0,0,2018-05-15,0.0011238363713889303
2864,US BANCORP DEL,COM NEW,902973304,2199378,43552046,SH, ,DFND,"4,11",43552046,0,0,2018-05-15,0.011640377272666938
2865,US BANCORP DEL,COM NEW,902973304,88123,1745000,SH, ,DFND,"4,14",1745000,0,0,2018-05-15,0.00046639775718372583
2866,U S G CORP,COM NEW,903293405,567298,14035088,SH, ,DFND,"2,4,11",14035088,0,0,2018-05-15,0.003002468309690016
2867,U S G CORP,COM NEW,903293405,1009163,24966928,SH, ,DFND,"4,11",24966928,0,0,2018-05-15,0.005341072816776554
2868,UNITED CONTL HLDGS INC,COM,910047109,110553,1591379,SH, ,DFND,4,1591379,0,0,2018-05-15,0.0005851102578206874
2869,UNITED CONTL HLDGS INC,COM,910047109,393814,5668831,SH, ,DFND,"4,8,11",5668831,0,0,2018-05-15,0.0020842908928151763
2870,UNITED CONTL HLDGS INC,COM,910047109,1420366,20445753,SH, ,DFND,"4,11",20445753,0,0,2018-05-15,0.007517396329902748
2871,UNITED PARCEL SERVICE INC,CL B,911312106,6217,59400,SH, ,DFND,4,59400,0,0,2018-05-15,3.290395080071291e-05
2872,VERISIGN INC,COM,92343E102,598404,5047264,SH, ,DFND,4,5047264,0,0,2018-05-15,0.0031670992078092013
2873,VERISIGN INC,COM,92343E102,937274,7905481,SH, ,DFND,"4,8,11",7905481,0,0,2018-05-15,0.0049605947535446985
2874,VERIZON COMMUNICATIONS INC,COM,92343V104,44,928,SH, ,DFND,4,928,0,0,2018-05-15,2.328733851104018e-07
2875,VERISK ANALYTICS INC,CL A,92345Y106,29617,284778,SH, ,DFND,"4,8,11",284778,0,0,2018-05-15,0.00015675025106397204
2876,VISA INC,COM CL A,92826C839,38673,323300,SH, ,DFND,4,323300,0,0,2018-05-15,0.00020467982778124018
2877,VISA INC,COM CL A,92826C839,1224808,10239160,SH, ,DFND,"4,8,11",10239160,0,0,2018-05-15,0.0064823905697795675
2878,WAL MART STORES INC,COM,931142103,84166,946000,SH, ,DFND,"4,8,11",946000,0,0,2018-05-15,0.00044545503025459265
2879,WAL MART STORES INC,COM,931142103,39815,447513,SH, ,DFND,"4,11",447513,0,0,2018-05-15,0.00021072395064024196
2880,WELLS FARGO & CO NEW,COM,949746101,94338,1800000,SH, ,DFND,4,1800000,0,0,2018-05-15,0.0004992911228305701
2881,WELLS FARGO & CO NEW,COM,949746101,862145,16450000,SH, ,DFND,"1,2,4,11",16450000,0,0,2018-05-15,0.004562968741045621
2882,WELLS FARGO & CO NEW,COM,949746101,277956,5303500,SH, ,DFND,"2,4,11",5303500,0,0,2018-05-15,0.0014711035143578828
2883,WELLS FARGO & CO NEW,COM,949746101,357062,6812857,SH, ,DFND,"3,4,5",6812857,0,0,2018-05-15,0.001889778105324779
2884,WELLS FARGO & CO NEW,COM,949746101,3923089,74853819,SH, ,DFND,"4,5",74853819,0,0,2018-05-15,0.020763250352713206
2885,WELLS FARGO & CO NEW,COM,949746101,42976,820000,SH, ,DFND,"4,6",820000,0,0,2018-05-15,0.0002274537863296506
2886,WELLS FARGO & CO NEW,COM,949746101,89097,1700000,SH, ,DFND,"4,7",1700000,0,0,2018-05-15,0.0004715527271177606
2887,WELLS FARGO & CO NEW,COM,949746101,1900135,36255200,SH, ,DFND,"4,8,11",36255200,0,0,2018-05-15,0.01005661067310803
2888,WELLS FARGO & CO NEW,COM,949746101,538093,10267000,SH, ,DFND,"4,5,9",10267000,0,0,2018-05-15,0.002847898600322987
2889,WELLS FARGO & CO NEW,COM,949746101,2923237,55776330,SH, ,DFND,"4,10",55776330,0,0,2018-05-15,0.015471456719772172
2890,WELLS FARGO & CO NEW,COM,949746101,12582426,240076818,SH, ,DFND,"4,11",240076818,0,0,2018-05-15,0.06659345762548027
2891,WELLS FARGO & CO NEW,COM,949746101,146119,2788000,SH, ,DFND,"4,12",2788000,0,0,2018-05-15,0.0007733460490669727
2892,WELLS FARGO & CO NEW,COM,949746101,84365,1609720,SH, ,DFND,"4,13",1609720,0,0,2018-05-15,0.0004465082530645238
2893,WELLS FARGO & CO NEW,COM,949746101,104820,2000000,SH, ,DFND,"4,14",2000000,0,0,2018-05-15,0.0005547679142561889
2894,AXALTA COATING SYS LTD,COM,G0750C108,100352,3324000,SH, ,DFND,4,3324000,0,0,2018-05-15,0.0005311206805136145
2895,AXALTA COATING SYS LTD,COM,G0750C108,603800,20000000,SH, ,DFND,"4,8,11",20000000,0,0,2018-05-15,0.003195657952946832
2896,LIBERTY GLOBAL PLC,SHS CL A,G5480U104,262346,8379000,SH, ,DFND,4,8379000,0,0,2018-05-15,0.0013884863884130333
2897,LIBERTY GLOBAL PLC,SHS CL A,G5480U104,307696,9827408,SH, ,DFND,"4,8,11",9827408,0,0,2018-05-15,0.001628504752384777
2898,LIBERTY GLOBAL PLC,SHS CL C,G5480U120,223568,7346968,SH, ,DFND,"4,8,11",7346968,0,0,2018-05-15,0.0011832508400536888
2899,LIBERTY LATIN AMERICA LTD,COM CL A,G9001E102,21194,1089669,SH, ,DFND,4,1089669,0,0,2018-05-15,0.00011217087554613308
2900,LIBERTY LATIN AMERICA LTD,COM CL A,G9001E102,31610,1625185,SH, ,DFND,"4,8,11",1625185,0,0,2018-05-15,0.00016729835689408636
2901,LIBERTY LATIN AMERICA LTD,COM CL C,G9001E128,24512,1284020,SH, ,DFND,"4,8,11",1284020,0,0,2018-05-15,0.0001297316458142311
2902,AMERICAN AIRLS GROUP INC,COM,02376R102,787366,20742000,SH, ,DFND,4,20742000,0,0,2018-08-14,0.004025063559157517
2903,AMERICAN AIRLS GROUP INC,COM,02376R102,871190,22950200,SH, ,DFND,"4,8,11",22950200,0,0,2018-08-14,0.004453577017679754
2904,AMERICAN AIRLS GROUP INC,COM,02376R102,38256,1007800,SH, ,DFND,"4,11",1007800,0,0,2018-08-14,0.0001955670317477894
2905,AMERICAN EXPRESS CO,COM,025816109,191310,1952142,SH, ,DFND,4,1952142,0,0,2018-08-14,0.0009779885205894393
2906,AMERICAN EXPRESS CO,COM,025816109,1688089,17225400,SH, ,DFND,"4,5",17225400,0,0,2018-08-14,0.00862961509452358
2907,AMERICAN EXPRESS CO,COM,025816109,82304,839832,SH, ,DFND,"4,7",839832,0,0,2018-08-14,0.00042074312476396013
2908,AMERICAN EXPRESS CO,COM,025816109,201596,2057100,SH, ,DFND,"4,8,11",2057100,0,0,2018-08-14,0.0010305711870615681
2909,AMERICAN EXPRESS CO,COM,025816109,783474,7994634,SH, ,DFND,"4,10",7994634,0,0,2018-08-14,0.004005167415086981
2910,AMERICAN EXPRESS CO,COM,025816109,11773904,120141879,SH, ,DFND,"4,11",120141879,0,0,2018-08-14,0.060188923498625695
2911,AMERICAN EXPRESS CO,COM,025816109,137172,1399713,SH, ,DFND,"4,13",1399713,0,0,2018-08-14,0.0007012317251910228
2912,APPLE INC,COM,037833100,656725,3547753,SH, ,DFND,4,3547753,0,0,2018-08-14,0.003357218708818669
2913,APPLE INC,COM,037833100,177706,960000,SH, ,DFND,"1,2,4,11",960000,0,0,2018-08-14,0.0009084440334528614
2914,APPLE INC,COM,037833100,1122692,6065000,SH, ,DFND,"2,4,11",6065000,0,0,2018-08-14,0.005739270755096957
2915,APPLE INC,COM,037833100,3268487,17657000,SH, ,DFND,"4,5",17657000,0,0,2018-08-14,0.016708707154334927
2916,APPLE INC,COM,037833100,126060,681000,SH, ,DFND,"4,6",681000,0,0,2018-08-14,0.0006444264957686725
2917,APPLE INC,COM,037833100,2848056,15385747,SH, ,DFND,"4,8,11",15385747,0,0,2018-08-14,0.014559437948857227
2918,APPLE INC,COM,037833100,562364,3038000,SH, ,DFND,"4,5,9",3038000,0,0,2018-08-14,0.0028748394563418507
2919,APPLE INC,COM,037833100,2524900,13640000,SH, ,DFND,"4,10",13640000,0,0,2018-08-14,0.012907444543600833
2920,APPLE INC,COM,037833100,35052314,189359377,SH, ,DFND,"4,11",189359377,0,0,2018-08-14,0.17918959130257955
2921,APPLE INC,COM,037833100,125505,678000,SH, ,DFND,"4,12",678000,0,0,2018-08-14,0.0006415893015345647
2922,APPLE INC,COM,037833100,174744,944000,SH, ,DFND,"4,14",944000,0,0,2018-08-14,0.0008933021067475876
2923,BANK AMER CORP,COM,060505104,173650,6160000,SH, ,DFND,4,6160000,0,0,2018-08-14,0.0008877095112663015
2924,BANK AMER CORP,COM,060505104,335461,11900000,SH, ,DFND,"1,2,4,11",11900000,0,0,2018-08-14,0.0017148973242666558
2925,BANK AMER CORP,COM,060505104,3946600,140000000,SH, ,DFND,"3,4,5",140000000,0,0,2018-08-14,0.020175262638431245
2926,BANK AMER CORP,COM,060505104,157864,5600000,SH, ,DFND,"4,5",5600000,0,0,2018-08-14,0.0008070105055372498
2927,BANK AMER CORP,COM,060505104,59199,2100000,SH, ,DFND,"4,6",2100000,0,0,2018-08-14,0.00030262893957646865
2928,BANK AMER CORP,COM,060505104,8789078,311780000,SH, ,DFND,"4,8,11",311780000,0,0,2018-08-14,0.04493030887337404
2929,BANK AMER CORP,COM,060505104,15786,560000,SH, ,DFND,"4,5,9",560000,0,0,2018-08-14,8.069900572905175e-05
2930,BANK AMER CORP,COM,060505104,4597789,163100000,SH, ,DFND,"4,11",163100000,0,0,2018-08-14,0.0235041809737724
2931,BANK AMER CORP,COM,060505104,789320,28000000,SH, ,DFND,"4,12",28000000,0,0,2018-08-14,0.004035052527686249
2932,BANK AMER CORP,COM,060505104,276262,9800000,SH, ,DFND,"4,14",9800000,0,0,2018-08-14,0.001412268384690187
2933,BANK OF NEW YORK MELLON CORP,COM,064058100,405082,7511249,SH, ,DFND,4,7511249,0,0,2018-08-14,0.0020708041707041516
2934,BANK OF NEW YORK MELLON CORP,COM,064058100,115842,2148000,SH, ,DFND,"1,2,4,11",2148000,0,0,2018-08-14,0.0005921914494909928
2935,BANK OF NEW YORK MELLON CORP,COM,064058100,96746,1793915,SH, ,DFND,"2,4,11",1793915,0,0,2018-08-14,0.0004945715195909566
2936,BANK OF NEW YORK MELLON CORP,COM,064058100,24646,457000,SH, ,DFND,"4,5",457000,0,0,2018-08-14,0.00012599187224111296
2937,BANK OF NEW YORK MELLON CORP,COM,064058100,41850,776000,SH, ,DFND,"4,6",776000,0,0,2018-08-14,0.00021393978143676774
2938,BANK OF NEW YORK MELLON CORP,COM,064058100,350026,6490384,SH, ,DFND,"4,8,11",6490384,0,0,2018-08-14,0.0017893545026806705
2939,BANK OF NEW YORK MELLON CORP,COM,064058100,394714,7319000,SH, ,DFND,"4,5,9",7319000,0,0,2018-08-14,0.0020178023151740106
2940,BANK OF NEW YORK MELLON CORP,COM,064058100,207871,3854463,SH, ,DFND,"4,10",3854463,0,0,2018-08-14,0.0010626493741228756
2941,BANK OF NEW YORK MELLON CORP,COM,064058100,1742498,32310365,SH, ,DFND,"4,11",32310365,0,0,2018-08-14,0.00890775725863811
2942,BANK OF NEW YORK MELLON CORP,COM,064058100,115410,2140000,SH, ,DFND,"4,12",2140000,0,0,2018-08-14,0.0005899830388439035
2943,CHARTER COMMUNICATIONS INC N,CL A,16119P108,209684,715131,SH, ,DFND,4,715131,0,0,2018-08-14,0.001071917541954294
2944,CHARTER COMMUNICATIONS INC N,CL A,16119P108,1990619,6789054,SH, ,DFND,"4,8,11",6789054,0,0,2018-08-14,0.010176167115504831
2945,COCA COLA CO,COM,191216100,35088,800000,SH, ,DFND,4,800000,0,0,2018-08-14,0.00017937202033580183
2946,COCA COLA CO,COM,191216100,3521221,80283200,SH, ,DFND,"4,5",80283200,0,0,2018-08-14,0.01800069895174568
2947,COCA COLA CO,COM,191216100,80001,1824000,SH, ,DFND,"4,6",1824000,0,0,2018-08-14,0.0004089700467078341
2948,COCA COLA CO,COM,191216100,632075,14411200,SH, ,DFND,"4,8,11",14411200,0,0,2018-08-14,0.0032312063883308236
2949,COCA COLA CO,COM,191216100,657479,14990400,SH, ,DFND,"4,10",14990400,0,0,2018-08-14,0.003361073203327709
2950,COCA COLA CO,COM,191216100,12420240,283179200,SH, ,DFND,"4,11",283179200,0,0,2018-08-14,0.06349303299861887
2951,COCA COLA CO,COM,191216100,155791,3552000,SH, ,DFND,"4,12",3552000,0,0,2018-08-14,0.0007964132016682313
2952,COCA COLA CO,COM,191216100,42106,960000,SH, ,DFND,"4,13",960000,0,0,2018-08-14,0.00021524846922763542
2953,COSTCO WHSL CORP NEW,COM,22160K105,905586,4333363,SH, ,DFND,"4,11",4333363,0,0,2018-08-14,0.004629411491330866
2954,DAVITA HEALTHCARE PARTNERS I,COM,23918K108,1392417,20052088,SH, ,DFND,4,20052088,0,0,2018-08-14,0.00711812159256487
2955,DAVITA HEALTHCARE PARTNERS I,COM,23918K108,1285576,18513482,SH, ,DFND,"4,8,11",18513482,0,0,2018-08-14,0.006571943810283252
2956,DELTA AIR LINES INC DEL,COM NEW,247361702,346439,6993123,SH, ,DFND,"4,8,11",6993123,0,0,2018-08-14,0.0017710175374234737
2957,DELTA AIR LINES INC DEL,COM NEW,247361702,2807566,56672717,SH, ,DFND,"4,11",56672717,0,0,2018-08-14,0.014352450571309445
2958,GENERAL MTRS CO,COM,37045V100,270539,6866464,SH, ,DFND,4,6866464,0,0,2018-08-14,0.001383012055677938
2959,GENERAL MTRS CO,COM,37045V100,980556,24887209,SH, ,DFND,"4,8,11",24887209,0,0,2018-08-14,0.0050126627557111406
2960,GENERAL MTRS CO,COM,37045V100,331052,8402338,SH, ,DFND,"4,10",8402338,0,0,2018-08-14,0.0016923582443059697
2961,GENERAL MTRS CO,COM,37045V100,442761,11237600,SH, ,DFND,"4,11",11237600,0,0,2018-08-14,0.0022634215428608056
2962,GOLDMAN SACHS GROUP INC,COM,38141G104,965207,4375968,SH, ,DFND,"4,8,11",4375968,0,0,2018-08-14,0.004934197720937593
2963,GOLDMAN SACHS GROUP INC,COM,38141G104,1958336,8878522,SH, ,DFND,"4,11",8878522,0,0,2018-08-14,0.01001113442819006
2964,JOHNSON & JOHNSON,COM,478160104,39690,327100,SH, ,DFND,4,327100,0,0,2018-08-14,0.00020289772820132165
2965,KRAFT HEINZ CO,COM,500754106,20456379,325634818,SH, ,DFND,4,325634818,0,0,2018-08-14,0.1045742712603987
2966,LIBERTY MEDIA CORP DELAWARE,COM A SIRIUSXM,531229409,194081,4308117,SH, ,DFND,4,4308117,0,0,2018-08-14,0.0009921540435132454
2967,LIBERTY MEDIA CORP DELAWARE,COM A SIRIUSXM,531229409,351020,7791780,SH, ,DFND,"4,8,11",7791780,0,0,2018-08-14,0.001794435891993649
2968,LIBERTY MEDIA CORP DELAWARE,COM A SIRIUSXM,531229409,42049,933391,SH, ,DFND,"4,10",933391,0,0,2018-08-14,0.00021495708171170004
2969,LIBERTY MEDIA CORP DELAWARE,COM A SIRIUSXM,531229409,82310,1827072,SH, ,DFND,"4,11",1827072,0,0,2018-08-14,0.0004207737971340586
2970,LIBERTY MEDIA CORP DELAWARE,COM C SIRIUSXM,531229607,324461,7153027,SH, ,DFND,4,7153027,0,0,2018-08-14,0.00165866464575281
2971,LIBERTY MEDIA CORP DELAWARE,COM C SIRIUSXM,531229607,878166,19359910,SH, ,DFND,"4,8,11",19359910,0,0,2018-08-14,0.004489238759980898
2972,LIBERTY MEDIA CORP DELAWARE,COM C SIRIUSXM,531229607,23073,508654,SH, ,DFND,"4,10",508654,0,0,2018-08-14,0.00011795059921363302
2973,LIBERTY MEDIA CORP DELAWARE,COM C SIRIUSXM,531229607,184588,4069394,SH, ,DFND,"4,11",4069394,0,0,2018-08-14,0.0009436252419557965
2974,M & T BK CORP,COM,55261F104,92902,546000,SH, ,DFND,"4,8,11",546000,0,0,2018-08-14,0.000474920754481209
