,NAME OF ISSUER,TITLE OF CLASS,CUSIP,VALUE (x$1000),SHRS OR PRN AMT,SH/ PRN,PUT/ CALL,INVESTMENT DISCRETION,OTHER MANAGER,VOTING AUTHORITY SOLE,SHARED,NONE,date,Value % at Quarter
666,WELLS FARGO & CO NEW,COM,949746101,12754540,242666287,SH, ,DFND,"4,11",242666287,0,0,2014-08-14,0.11855822863472529
667,WELLS FARGO & CO NEW,COM,949746101,146537,2788000,SH, ,DFND,"4,12",2788000,0,0,2014-08-14,0.001362116324810361
668,WELLS FARGO & CO NEW,COM,949746101,84607,1609720,SH, ,DFND,"4,13",1609720,0,0,2014-08-14,0.0007864537686265599
669,WELLS FARGO & CO NEW,COM,949746101,105120,2000000,SH, ,DFND,"4,14",2000000,0,0,2014-08-14,0.0009771297901831288
670,LIBERTY GLOBAL PLC,SHS CL A,G5480U104,111416,2519578,SH, ,DFND,4,2519578,0,0,2014-08-14,0.0010356534693972933
671,LIBERTY GLOBAL PLC,SHS CL A,G5480U104,324883,7346968,SH, ,DFND,"4,8,11",7346968,0,0,2014-08-14,0.003019909223973225
672,LIBERTY GLOBAL PLC,SHS CL C,G5480U120,310850,7346968,SH, ,DFND,"4,8,11",7346968,0,0,2014-08-14,0.0028894672305786297
673,AMERICAN EXPRESS CO,COM,025816109,170891,1952142,SH, ,DFND,4,1952142,0,0,2014-11-14,0.0015854748088880368
674,AMERICAN EXPRESS CO,COM,025816109,1507912,17225400,SH, ,DFND,"4,5",17225400,0,0,2014-11-14,0.013989949675641065
675,AMERICAN EXPRESS CO,COM,025816109,73519,839832,SH, ,DFND,"4,7",839832,0,0,2014-11-14,0.0006820869587903375
676,AMERICAN EXPRESS CO,COM,025816109,170099,1943100,SH, ,DFND,"4,8,11",1943100,0,0,2014-11-14,0.001578126873369845
677,AMERICAN EXPRESS CO,COM,025816109,699850,7994634,SH, ,DFND,"4,10",7994634,0,0,2014-11-14,0.006492995798493148
678,AMERICAN EXPRESS CO,COM,025816109,10527200,120255879,SH, ,DFND,"4,11",120255879,0,0,2014-11-14,0.09766816513523907
679,AMERICAN EXPRESS CO,COM,025816109,122531,1399713,SH, ,DFND,"4,13",1399713,0,0,2014-11-14,0.0011368054128529884
680,BANK OF NEW YORK MELLON CORP,COM,064058100,287171,7414700,SH, ,DFND,4,7414700,0,0,2014-11-14,0.0026642853417862054
681,BANK OF NEW YORK MELLON CORP,COM,064058100,69478,1793915,SH, ,DFND,"2,4,11",1793915,0,0,2014-11-14,0.0006445957877941087
682,BANK OF NEW YORK MELLON CORP,COM,064058100,308390,7962567,SH, ,DFND,"4,8,11",7962567,0,0,2014-11-14,0.002861148780877762
683,BANK OF NEW YORK MELLON CORP,COM,064058100,21302,550021,SH, ,DFND,"4,5,9",550021,0,0,2014-11-14,0.00019763348788954925
684,BANK OF NEW YORK MELLON CORP,COM,064058100,219072,5656400,SH, ,DFND,"4,11",5656400,0,0,2014-11-14,0.002032483497274403
685,CHARTER COMMUNICATIONS INC D,CL A NEW,16117M305,237078,1566215,SH, ,DFND,4,1566215,0,0,2014-11-14,0.0021995376979569315
686,CHARTER COMMUNICATIONS INC D,CL A NEW,16117M305,512218,3383881,SH, ,DFND,"4,8,11",3383881,0,0,2014-11-14,0.004752203074819695
687,CHICAGO BRIDGE & IRON CO N V,N Y REGISTRY SH,167250109,244888,4233151,SH, ,DFND,4,4233151,0,0,2014-11-14,0.002271996506539101
688,CHICAGO BRIDGE & IRON CO N V,N Y REGISTRY SH,167250109,374171,6467959,SH, ,DFND,"4,8,11",6467959,0,0,2014-11-14,0.0034714449252239475
689,COCA COLA CO,COM,191216100,34128,800000,SH, ,DFND,4,800000,0,0,2014-11-14,0.00031662922142026745
690,COCA COLA CO,COM,191216100,3424881,80283200,SH, ,DFND,"4,5",80283200,0,0,2014-11-14,0.03177500599176825
691,COCA COLA CO,COM,191216100,77812,1824000,SH, ,DFND,"4,6",1824000,0,0,2014-11-14,0.0007219161092696276
692,COCA COLA CO,COM,191216100,614782,14411200,SH, ,DFND,"4,8,11",14411200,0,0,2014-11-14,0.005703760724425541
693,COCA COLA CO,COM,191216100,779757,18278400,SH, ,DFND,"4,10",18278400,0,0,2014-11-14,0.007234348681639811
694,COCA COLA CO,COM,191216100,11940159,279891200,SH, ,DFND,"4,11",279891200,0,0,2014-11-14,0.11077716970828055
695,COCA COLA CO,COM,191216100,151528,3552000,SH, ,DFND,"4,12",3552000,0,0,2014-11-14,0.0014058307742431516
696,COCA COLA CO,COM,191216100,40954,960000,SH, ,DFND,"4,13",960000,0,0,2014-11-14,0.00037995877678286547
697,CONOCOPHILLIPS,COM,20825C104,36117,471994,SH, ,DFND,"4,11",471994,0,0,2014-11-14,0.00033508255948299926
698,COSTCO WHSL CORP NEW,COM,22160K105,543057,4333363,SH, ,DFND,"4,11",4333363,0,0,2014-11-14,0.005038317952907471
699,DAVITA HEALTHCARE PARTNERS I,COM,23918K108,1397535,19107670,SH, ,DFND,4,19107670,0,0,2014-11-14,0.012965905384363966
700,DAVITA HEALTHCARE PARTNERS I,COM,23918K108,1354076,18513482,SH, ,DFND,"4,8,11",18513482,0,0,2014-11-14,0.01256270597819591
701,DIRECTV,COM,25490A309,530561,6132231,SH, ,DFND,4,6132231,0,0,2014-11-14,0.004922383859175999
702,DIRECTV,COM,25490A309,1427580,16500000,SH, ,DFND,"4,8,11",16500000,0,0,2014-11-14,0.013244653771540828
703,DIRECTV,COM,25490A309,599287,6926575,SH, ,DFND,"4,10",6926575,0,0,2014-11-14,0.005560002819306371
704,DIRECTV,COM,25490A309,38172,441194,SH, ,DFND,"4,11",441194,0,0,2014-11-14,0.0003541482255055804
705,EXPRESS SCRIPTS HLDG CO,COM,30219G108,31747,449489,SH, ,DFND,"4,10",449489,0,0,2014-11-14,0.00029453902638388506
706,EXXON MOBIL CORP,COM,30231G102,997626,10607400,SH, ,DFND,"4,5",10607400,0,0,2014-11-14,0.009255671110191505
707,EXXON MOBIL CORP,COM,30231G102,259644,2760700,SH, ,DFND,"4,10",2760700,0,0,2014-11-14,0.0024088981940472314
708,EXXON MOBIL CORP,COM,30231G102,2610973,27761543,SH, ,DFND,"4,11",27761543,0,0,2014-11-14,0.024223814701691864
709,GENERAL ELECTRIC CO,COM,369604103,15088,588900,SH, ,DFND,4,588900,0,0,2014-11-14,0.00013998188270009947
710,GENERAL ELECTRIC CO,COM,369604103,13720,535532,SH, ,DFND,"4,5",535532,0,0,2014-11-14,0.0001272899940777681
711,GENERAL ELECTRIC CO,COM,369604103,128056,4998302,SH, ,DFND,"4,8,11",4998302,0,0,2014-11-14,0.0011880646852494656
712,GENERAL ELECTRIC CO,COM,369604103,915,35702,SH, ,DFND,"4,10",35702,0,0,2014-11-14,8.489092170638324e-06
713,GENERAL ELECTRIC CO,COM,369604103,108848,4248556,SH, ,DFND,"4,11",4248556,0,0,2014-11-14,0.0010098586935405904
714,GENERAL ELECTRIC CO,COM,369604103,4573,178510,SH, ,DFND,"4,12",178510,0,0,2014-11-14,4.242690546046891e-05
715,GENERAL MTRS CO,COM,37045V100,359486,11255056,SH, ,DFND,4,11255056,0,0,2014-11-14,0.0033352019541574734
716,GENERAL MTRS CO,COM,37045V100,693258,21705000,SH, ,DFND,"4,8,11",21705000,0,0,2014-11-14,0.006431837224079107
717,GENERAL MTRS CO,COM,37045V100,185327,5802344,SH, ,DFND,"4,10",5802344,0,0,2014-11-14,0.001719407633560534
718,GENERAL MTRS CO,COM,37045V100,39529,1237600,SH, ,DFND,"4,11",1237600,0,0,2014-11-14,0.0003667380594679369
719,GOLDMAN SACHS GROUP INC,COM,38141G104,306931,1672012,SH, ,DFND,"3,4,5",1672012,0,0,2014-11-14,0.0028476126218865477
720,GOLDMAN SACHS GROUP INC,COM,38141G104,803296,4375968,SH, ,DFND,"4,8,11",4375968,0,0,2014-11-14,0.0074527363762897075
721,GOLDMAN SACHS GROUP INC,COM,38141G104,1208542,6583551,SH, ,DFND,"4,11",6583551,0,0,2014-11-14,0.01121248571594271
722,GRAHAM HLDGS CO,COM,384637104,33696,48165,SH, ,DFND,"4,10",0,0,"48,165",2014-11-14,0.0003126212565921628
723,GRAHAM HLDGS CO,COM,384637104,41563,59410,SH, ,DFND,"4,11",0,0,"59,410",2014-11-14,0.00038560889386692965
724,INTERNATIONAL BUSINESS MACHS,COM,459200101,16037,84480,SH, ,DFND,4,84480,0,0,2014-11-14,0.00014878641654702382
725,INTERNATIONAL BUSINESS MACHS,COM,459200101,113440,597588,SH, ,DFND,"4,5",597588,0,0,2014-11-14,0.001052461875231925
726,INTERNATIONAL BUSINESS MACHS,COM,459200101,90131,474800,SH, ,DFND,"4,8,11",474800,0,0,2014-11-14,0.0008362080507451396
727,INTERNATIONAL BUSINESS MACHS,COM,459200101,44249,233100,SH, ,DFND,"4,10",233100,0,0,2014-11-14,0.00041052878629352477
728,INTERNATIONAL BUSINESS MACHS,COM,459200101,13114983,69088044,SH, ,DFND,"4,11",69088044,0,0,2014-11-14,0.12167683005831116
729,JOHNSON & JOHNSON,COM,478160104,34866,327100,SH, ,DFND,4,327100,0,0,2014-11-14,0.0003234761613349462
730,KRAFT FOODS GROUP INC,COM,50076Q106,10866,192666,SH, ,DFND,4,192666,0,0,2014-11-14,0.0001008114486624656
731,LEE ENTERPRISES INC,COM,523768109,300,88863,SH, ,DFND,"4,5",88863,0,0,2014-11-14,2.7833089084060077e-06
732,LIBERTY MEDIA CORP DELAWARE,CL A,531229102,62388,1322340,SH, ,DFND,4,1322340,0,0,2014-11-14,0.0005788169205921133
733,LIBERTY MEDIA CORP DELAWARE,CL A,531229102,126332,2677660,SH, ,DFND,"4,8,11",2677660,0,0,2014-11-14,0.0011720699367224925
734,LIBERTY MEDIA CORP DELAWARE,COM SER C,531229300,124274,2644680,SH, ,DFND,4,2644680,0,0,2014-11-14,0.0011529764376108274
735,LIBERTY MEDIA CORP DELAWARE,COM SER C,531229300,251646,5355320,SH, ,DFND,"4,8,11",5355320,0,0,2014-11-14,0.0023346951785491272
736,M & T BK CORP,COM,55261F104,67316,546000,SH, ,DFND,"4,8,11",546000,0,0,2014-11-14,0.0006245374082608627
737,M & T BK CORP,COM,55261F104,20318,164795,SH, ,DFND,"4,10",164795,0,0,2014-11-14,0.00018850423466997755
738,M & T BK CORP,COM,55261F104,575918,4671245,SH, ,DFND,"4,11",4671245,0,0,2014-11-14,0.005343192333037904
739,MASTERCARD INC,CL A,57636Q104,348562,4715400,SH, ,DFND,"4,8,11",4715400,0,0,2014-11-14,0.0032338523991060496
740,MEDIA GEN INC,CL A,584404107,60912,4646220,SH, ,DFND,4,4235978,0,"410,242",2014-11-14,0.0005651230407627558
741,MONDELEZ INTL INC,CL A,609207105,19805,578000,SH, ,DFND,4,578000,0,0,2014-11-14,0.00018374477643660328
742,MOODYS CORP,COM,615369105,1131536,11973928,SH, ,DFND,"4,8,11",11973928,0,0,2014-11-14,0.010498047429940333
743,MOODYS CORP,COM,615369105,1199758,12695850,SH, ,DFND,"4,11",12695850,0,0,2014-11-14,0.011130990431104583
744,NATIONAL OILWELL VARCO INC,COM,637071101,177555,2333178,SH, ,DFND,4,2333178,0,0,2014-11-14,0.0016473013774400956
745,NATIONAL OILWELL VARCO INC,COM,637071101,308143,4049182,SH, ,DFND,"4,8,11",4049182,0,0,2014-11-14,0.002858857189876508
746,NOW INC,COM,67011P100,20061,659694,SH, ,DFND,4,659694,0,0,2014-11-14,0.00018611986670510972
747,NOW INC,COM,67011P100,35454,1165875,SH, ,DFND,"4,8,11",1165875,0,0,2014-11-14,0.000328931446795422
748,PHILLIPS 66,COM,718546104,504317,6202400,SH, ,DFND,4,6202400,0,0,2014-11-14,0.004678899995868642
749,PRECISION CASTPARTS CORP,COM,740189105,256783,1084021,SH, ,DFND,4,1084021,0,0,2014-11-14,0.0023823547047573993
750,PRECISION CASTPARTS CORP,COM,740189105,236454,998201,SH, ,DFND,"4,8,11",998201,0,0,2014-11-14,0.002193748415427447
751,PROCTER & GAMBLE CO,COM,742718109,26412,315400,SH, ,DFND,4,315400,0,0,2014-11-14,0.00024504251629606493
752,PROCTER & GAMBLE CO,COM,742718109,1698247,20280000,SH, ,DFND,"4,5",20280000,0,0,2014-11-14,0.015755820012579257
753,PROCTER & GAMBLE CO,COM,742718109,130634,1560000,SH, ,DFND,"4,6",1560000,0,0,2014-11-14,0.0012119825864690347
754,PROCTER & GAMBLE CO,COM,742718109,522538,6240000,SH, ,DFND,"4,8,11",6240000,0,0,2014-11-14,0.004847948901268861
755,PROCTER & GAMBLE CO,COM,742718109,522538,6240000,SH, ,DFND,"4,10",6240000,0,0,2014-11-14,0.004847948901268861
756,PROCTER & GAMBLE CO,COM,742718109,1455207,17377678,SH, ,DFND,"4,11",17377678,0,0,2014-11-14,0.013500968688915937
757,PROCTER & GAMBLE CO,COM,742718109,65317,780000,SH, ,DFND,"4,12",780000,0,0,2014-11-14,0.0006059912932345173
758,SANOFI,SPONSORED ADR,80105N105,23780,421400,SH, ,DFND,"4,8,11",421400,0,0,2014-11-14,0.00022062361947298287
759,SANOFI,SPONSORED ADR,80105N105,28765,509742,SH, ,DFND,"4,5,9",509742,0,0,2014-11-14,0.0002668729358343294
760,SANOFI,SPONSORED ADR,80105N105,9554,169300,SH, ,DFND,"4,10",169300,0,0,2014-11-14,8.863911103636999e-05
761,SANOFI,SPONSORED ADR,80105N105,158311,2805433,SH, ,DFND,"4,11",2805433,0,0,2014-11-14,0.0014687613886622116
762,SUNCOR ENERGY INC NEW,COM,867224107,125019,3458330,SH, ,DFND,4,3458330,0,0,2014-11-14,0.0011598883214000355
763,SUNCOR ENERGY INC NEW,COM,867224107,469950,13000000,SH, ,DFND,"4,8,11",13000000,0,0,2014-11-14,0.004360053405018011
764,SUNCOR ENERGY INC NEW,COM,867224107,73001,2019400,SH, ,DFND,"4,10",2019400,0,0,2014-11-14,0.0006772811120751565
765,TORCHMARK CORP,COM,891027104,9138,174489,SH, ,DFND,"2,4,11",174489,0,0,2014-11-14,8.477958935004699e-05
766,TORCHMARK CORP,COM,891027104,52993,1011888,SH, ,DFND,"4,5",1011888,0,0,2014-11-14,0.0004916529632771985
767,TORCHMARK CORP,COM,891027104,75377,1439325,SH, ,DFND,"4,10",1439325,0,0,2014-11-14,0.0006993249186297322
768,TORCHMARK CORP,COM,891027104,195237,3728025,SH, ,DFND,"4,11",3728025,0,0,2014-11-14,0.0018113496045015457
769,US BANCORP DEL,COM NEW,902973304,24691,590275,SH, ,DFND,4,590275,0,0,2014-11-14,0.00022907560085817577
770,US BANCORP DEL,COM NEW,902973304,128418,3070000,SH, ,DFND,"1,2,4,11",3070000,0,0,2014-11-14,0.0011914232113322755
771,US BANCORP DEL,COM NEW,902973304,990572,23680896,SH, ,DFND,"4,5",23680896,0,0,2014-11-14,0.00919022624005852
772,US BANCORP DEL,COM NEW,902973304,530375,12679300,SH, ,DFND,"4,8,11",12679300,0,0,2014-11-14,0.004920658207652788
773,US BANCORP DEL,COM NEW,902973304,175887,4204800,SH, ,DFND,"4,5,9",4204800,0,0,2014-11-14,0.0016318261799093583
774,US BANCORP DEL,COM NEW,902973304,127582,3050000,SH, ,DFND,"4,10",3050000,0,0,2014-11-14,0.0011836670571741842
775,US BANCORP DEL,COM NEW,902973304,1299835,31074226,SH, ,DFND,"4,11",31074226,0,0,2014-11-14,0.012059474449859744
776,US BANCORP DEL,COM NEW,902973304,72993,1745000,SH, ,DFND,"4,14",1745000,0,0,2014-11-14,0.0006772068905042657
777,U S G CORP,COM NEW,903293405,385825,14035088,SH, ,DFND,"2,4,11",14035088,0,0,2014-11-14,0.00357956719861916
778,U S G CORP,COM NEW,903293405,686341,24966928,SH, ,DFND,"4,11",24966928,0,0,2014-11-14,0.006367663398347626
779,UNITED PARCEL SERVICE INC,CL B,911312106,5838,59400,SH, ,DFND,4,59400,0,0,2014-11-14,5.416319135758091e-05
780,VERISIGN INC,COM,92343E102,278205,5047264,SH, ,DFND,4,5047264,0,0,2014-11-14,0.002581101516210311
781,VERISIGN INC,COM,92343E102,437528,7937736,SH, ,DFND,"4,8,11",7937736,0,0,2014-11-14,0.004059251933590212
782,VERIZON COMMUNICATIONS INC,COM,92343V104,674247,13487628,SH, ,DFND,4,13487628,0,0,2014-11-14,0.006255458938553418
783,VERIZON COMMUNICATIONS INC,COM,92343V104,75650,1513300,SH, ,DFND,"4,8,11",1513300,0,0,2014-11-14,0.0007018577297363816
784,VERISK ANALYTICS INC,CL A,92345Y106,95197,1563434,SH, ,DFND,"4,8,11",1563434,0,0,2014-11-14,0.0008832088605117557
785,VIACOM INC NEW,CL B,92553P201,304221,3954000,SH, ,DFND,4,3954000,0,0,2014-11-14,0.00282247006474728
786,VIACOM INC NEW,CL B,92553P201,288848,3754200,SH, ,DFND,"4,8,11",3754200,0,0,2014-11-14,0.002679844038584195
787,VISA INC,COM CL A,92826C839,457954,2146290,SH, ,DFND,"4,8,11",2146290,0,0,2014-11-14,0.004248758159467216
788,WABCO HLDGS INC,COM,92927K102,221339,2433632,SH, ,DFND,4,2433632,0,0,2014-11-14,0.002053516034925591
789,WABCO HLDGS INC,COM,92927K102,149403,1642693,SH, ,DFND,"4,8,11",1642693,0,0,2014-11-14,0.0013861156694752758
790,WAL MART STORES INC,COM,931142103,23400,306000,SH, ,DFND,4,306000,0,0,2014-11-14,0.00021709809485566858
791,WAL MART STORES INC,COM,931142103,130764,1710000,SH, ,DFND,"1,2,4,11",1710000,0,0,2014-11-14,0.0012131886869960107
792,WAL MART STORES INC,COM,931142103,2256,29500,SH, ,DFND,"2,4,11",29500,0,0,2014-11-14,2.0930482991213177e-05
793,WAL MART STORES INC,COM,931142103,321174,4200000,SH, ,DFND,"3,4,5",4200000,0,0,2014-11-14,0.0029797548511613036
794,WAL MART STORES INC,COM,931142103,117293,1533840,SH, ,DFND,"4,5",1533840,0,0,2014-11-14,0.0010882088393122196
795,WAL MART STORES INC,COM,931142103,19576,256000,SH, ,DFND,"4,6",256000,0,0,2014-11-14,0.00018162018396985336
796,WAL MART STORES INC,COM,931142103,72341,946000,SH, ,DFND,"4,8,11",946000,0,0,2014-11-14,0.0006711578324766634
797,WAL MART STORES INC,COM,931142103,136805,1789000,SH, ,DFND,"4,5,9",1789000,0,0,2014-11-14,0.0012692352507149463
798,WAL MART STORES INC,COM,931142103,350844,4588000,SH, ,DFND,"4,10",4588000,0,0,2014-11-14,0.003255024102202658
799,WAL MART STORES INC,COM,931142103,3363223,43980953,SH, ,DFND,"4,11",43980953,0,0,2014-11-14,0.031202961789519926
800,WAL MART STORES INC,COM,931142103,40911,535000,SH, ,DFND,"4,12",535000,0,0,2014-11-14,0.00037955983583932724
801,WAL MART STORES INC,COM,931142103,39076,511000,SH, ,DFND,"4,14",511000,0,0,2014-11-14,0.00036253526301624386
802,WELLS FARGO & CO NEW,COM,949746101,316380,6099470,SH, ,DFND,4,6099470,0,0,2014-11-14,0.0029352775748049758
803,WELLS FARGO & CO NEW,COM,949746101,853262,16450000,SH, ,DFND,"1,2,4,11",16450000,0,0,2014-11-14,0.00791630575268109
804,WELLS FARGO & CO NEW,COM,949746101,275093,5303500,SH, ,DFND,"2,4,11",5303500,0,0,2014-11-14,0.0025522293251337793
805,WELLS FARGO & CO NEW,COM,949746101,353383,6812857,SH, ,DFND,"3,4,5",6812857,0,0,2014-11-14,0.003278580173264134
806,WELLS FARGO & CO NEW,COM,949746101,3882668,74853819,SH, ,DFND,"4,5",74853819,0,0,2014-11-14,0.036022214775943126
807,WELLS FARGO & CO NEW,COM,949746101,42533,820000,SH, ,DFND,"4,6",820000,0,0,2014-11-14,0.00039460825933744243
808,WELLS FARGO & CO NEW,COM,949746101,88179,1700000,SH, ,DFND,"4,7",1700000,0,0,2014-11-14,0.0008180979874477778
809,WELLS FARGO & CO NEW,COM,949746101,1870909,36069200,SH, ,DFND,"4,8,11",36069200,0,0,2014-11-14,0.01735772562172325
810,WELLS FARGO & CO NEW,COM,949746101,532549,10267000,SH, ,DFND,"4,5,9",10267000,0,0,2014-11-14,0.00494082791954237
811,WELLS FARGO & CO NEW,COM,949746101,2905668,56018270,SH, ,DFND,"4,10",56018270,0,0,2014-11-14,0.026957905430900892
812,WELLS FARGO & CO NEW,COM,949746101,12587100,242666287,SH, ,DFND,"4,11",242666287,0,0,2014-11-14,0.11677929186999086
813,WELLS FARGO & CO NEW,COM,949746101,144614,2788000,SH, ,DFND,"4,12",2788000,0,0,2014-11-14,0.0013416847816007547
814,WELLS FARGO & CO NEW,COM,949746101,83496,1609720,SH, ,DFND,"4,13",1609720,0,0,2014-11-14,0.00077465053538756
815,WELLS FARGO & CO NEW,COM,949746101,103740,2000000,SH, ,DFND,"4,14",2000000,0,0,2014-11-14,0.0009624682205267974
816,LIBERTY GLOBAL PLC,SHS CL A,G5480U104,126524,2974239,SH, ,DFND,4,2974239,0,0,2014-11-14,0.0011738512544238724
817,LIBERTY GLOBAL PLC,SHS CL A,G5480U104,315935,7426768,SH, ,DFND,"4,8,11",7426768,0,0,2014-11-14,0.0029311489999241736
818,LIBERTY GLOBAL PLC,SHS CL C,G5480U120,301336,7346968,SH, ,DFND,"4,8,11",7346968,0,0,2014-11-14,0.0027957039107447757
819,AMERICAN EXPRESS CO,COM,025816109,181627,1952142,SH, ,DFND,4,1952142,0,0,2015-02-17,0.0016607373927486342
820,AMERICAN EXPRESS CO,COM,025816109,1602651,17225400,SH, ,DFND,"4,5",17225400,0,0,2015-02-17,0.014654112236759905
821,AMERICAN EXPRESS CO,COM,025816109,78138,839832,SH, ,DFND,"4,7",839832,0,0,2015-02-17,0.000714468104382018
822,AMERICAN EXPRESS CO,COM,025816109,180786,1943100,SH, ,DFND,"4,8,11",1943100,0,0,2015-02-17,0.0016530475660857394
823,AMERICAN EXPRESS CO,COM,025816109,743821,7994634,SH, ,DFND,"4,10",7994634,0,0,2015-02-17,0.00680125393367551
824,AMERICAN EXPRESS CO,COM,025816109,11188607,120255879,SH, ,DFND,"4,11",120255879,0,0,2015-02-17,0.1023049327339499
825,AMERICAN EXPRESS CO,COM,025816109,130229,1399713,SH, ,DFND,"4,13",1399713,0,0,2015-02-17,0.0011907710302998006
826,BANK OF NEW YORK MELLON CORP,COM,064058100,300814,7414700,SH, ,DFND,4,7414700,0,0,2015-02-17,0.0027505440163758015
827,BANK OF NEW YORK MELLON CORP,COM,064058100,72779,1793915,SH, ,DFND,"2,4,11",1793915,0,0,2015-02-17,0.0006654671756228582
828,BANK OF NEW YORK MELLON CORP,COM,064058100,267663,6597567,SH, ,DFND,"4,8,11",6597567,0,0,2015-02-17,0.0024474222046021667
829,BANK OF NEW YORK MELLON CORP,COM,064058100,22314,550021,SH, ,DFND,"4,5,9",550021,0,0,2015-02-17,0.0002040318574980208
830,BANK OF NEW YORK MELLON CORP,COM,064058100,229480,5656400,SH, ,DFND,"4,11",5656400,0,0,2015-02-17,0.002098289444234374
831,CHARTER COMMUNICATIONS INC D,CL A NEW,16117M305,318958,1914282,SH, ,DFND,4,1914282,0,0,2015-02-17,0.002916446769017376
832,CHARTER COMMUNICATIONS INC D,CL A NEW,16117M305,713793,4283955,SH, ,DFND,"4,8,11",4283955,0,0,2015-02-17,0.006526687804028178
833,CHICAGO BRIDGE & IRON CO N V,N Y REGISTRY SH,167250109,177708,4233151,SH, ,DFND,4,4233151,0,0,2015-02-17,0.001624903349119758
834,CHICAGO BRIDGE & IRON CO N V,N Y REGISTRY SH,167250109,271525,6467959,SH, ,DFND,"4,8,11",6467959,0,0,2015-02-17,0.002482735059027969
835,COCA COLA CO,COM,191216100,33776,800000,SH, ,DFND,4,800000,0,0,2015-02-17,0.00030883660566698715
836,COCA COLA CO,COM,191216100,3389557,80283200,SH, ,DFND,"4,5",80283200,0,0,2015-02-17,0.030992991431631214
837,COCA COLA CO,COM,191216100,77009,1824000,SH, ,DFND,"4,6",1824000,0,0,2015-02-17,0.0007041449006930664
838,COCA COLA CO,COM,191216100,608441,14411200,SH, ,DFND,"4,8,11",14411200,0,0,2015-02-17,0.005563383858024257
839,COCA COLA CO,COM,191216100,771714,18278400,SH, ,DFND,"4,10",18278400,0,0,2015-02-17,0.007056298327383151
840,COCA COLA CO,COM,191216100,11817006,279891200,SH, ,DFND,"4,11",279891200,0,0,2015-02-17,0.1080508059624118
841,COCA COLA CO,COM,191216100,149965,3552000,SH, ,DFND,"4,12",3552000,0,0,2015-02-17,0.0013712305059465218
842,COCA COLA CO,COM,191216100,40531,960000,SH, ,DFND,"4,13",960000,0,0,2015-02-17,0.0003706020980663387
843,COSTCO WHSL CORP NEW,COM,22160K105,614254,4333363,SH, ,DFND,"4,11",4333363,0,0,2015-02-17,0.005616536013067548
844,DAVITA HEALTHCARE PARTNERS I,COM,23918K108,1518745,20052088,SH, ,DFND,4,20052088,0,0,2015-02-17,0.013886903442494918
845,DAVITA HEALTHCARE PARTNERS I,COM,23918K108,1402211,18513482,SH, ,DFND,"4,8,11",18513482,0,0,2015-02-17,0.012821354975986254
846,DEERE & CO,COM,244199105,147418,1666300,SH, ,DFND,4,1666300,0,0,2015-02-17,0.0013479415778723327
847,DEERE & CO,COM,244199105,204584,2312467,SH, ,DFND,"4,8,11",2312467,0,0,2015-02-17,0.001870648630204136
848,DEERE & CO,COM,244199105,1160560,13118119,SH, ,DFND,"4,11",13118119,0,0,2015-02-17,0.010611777921390295
849,DIRECTV,COM,25490A309,583970,6735529,SH, ,DFND,4,6735529,0,0,2015-02-17,0.005339629103841499
850,DIRECTV,COM,25490A309,1495590,17250170,SH, ,DFND,"4,8,11",17250170,0,0,2015-02-17,0.013675181758334003
851,DIRECTV,COM,25490A309,600534,6926575,SH, ,DFND,"4,10",6926575,0,0,2015-02-17,0.005491084857520679
852,DIRECTV,COM,25490A309,38252,441194,SH, ,DFND,"4,11",441194,0,0,2015-02-17,0.0003497636736136189
853,GENERAL ELECTRIC CO,COM,369604103,14882,588900,SH, ,DFND,4,588900,0,0,2015-02-17,0.00013607610035339004
854,GENERAL ELECTRIC CO,COM,369604103,13533,535532,SH, ,DFND,"4,5",535532,0,0,2015-02-17,0.00012374128921397847
855,GENERAL ELECTRIC CO,COM,369604103,126307,4998302,SH, ,DFND,"4,8,11",4998302,0,0,2015-02-17,0.0011549095556602363
856,GENERAL ELECTRIC CO,COM,369604103,902,35702,SH, ,DFND,"4,10",35702,0,0,2015-02-17,8.247590546886026e-06
857,GENERAL ELECTRIC CO,COM,369604103,107361,4248556,SH, ,DFND,"4,11",4248556,0,0,2015-02-17,0.0009816735794947124
858,GENERAL ELECTRIC CO,COM,369604103,4511,178510,SH, ,DFND,"4,12",178510,0,0,2015-02-17,4.124709640465949e-05
859,GENERAL MTRS CO,COM,37045V100,392914,11255056,SH, ,DFND,4,11255056,0,0,2015-02-17,0.0035926760445001947
860,GENERAL MTRS CO,COM,37045V100,792632,22705000,SH, ,DFND,"4,8,11",22705000,0,0,2015-02-17,0.00724756562124098
861,GENERAL MTRS CO,COM,37045V100,202560,5802344,SH, ,DFND,"4,10",5802344,0,0,2015-02-17,0.001852141841659904
862,GENERAL MTRS CO,COM,37045V100,43205,1237600,SH, ,DFND,"4,11",1237600,0,0,2015-02-17,0.0003950522722596571
863,GOLDMAN SACHS GROUP INC,COM,38141G104,324086,1672012,SH, ,DFND,"3,4,5",1672012,0,0,2015-02-17,0.0029633355099535526
864,GOLDMAN SACHS GROUP INC,COM,38141G104,848194,4375968,SH, ,DFND,"4,8,11",4375968,0,0,2015-02-17,0.007755606226524884
865,GOLDMAN SACHS GROUP INC,COM,38141G104,1276090,6583551,SH, ,DFND,"4,11",6583551,0,0,2015-02-17,0.011668146142988679
